@relation newData

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute label {buggy,clean}

@data
28,0,1,1,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
126,7,6,19,0,4,?
591,43,36,149,1,26,?
122,13,5,40,0,6,?
88,4,1,9,0,0,?
85,2,5,13,0,3,?
67,3,5,16,0,2,?
27,0,0,0,0,0,?
51,0,3,3,0,1,?
72,3,6,0,0,0,?
27,0,0,0,0,0,?
47,0,2,2,0,1,?
48,0,2,1,0,0,?
95,6,8,12,0,1,?
412,32,16,84,0,16,?
70,2,5,10,0,2,?
155,12,9,23,0,4,?
122,5,5,7,0,0,?
313,25,13,62,2,7,?
137,8,5,19,0,3,?
137,11,4,117,0,0,?
147,27,10,63,0,1,?
62,2,4,19,0,0,?
141,22,11,90,0,1,?
137,24,11,78,0,1,?
67,3,3,28,0,0,?
102,9,10,52,0,0,?
34,0,2,2,0,0,?
26,0,0,0,0,0,?
57,0,5,15,0,0,?
331,17,36,142,0,5,?
60,2,4,6,0,1,?
20,0,0,0,0,0,?
38,0,1,1,0,1,?
20,0,0,0,0,0,?
129,10,12,20,1,1,?
95,8,4,26,0,3,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
156,7,13,26,0,1,?
20,0,0,0,0,0,?
46,0,0,0,0,0,?
44,0,0,0,0,0,?
382,34,29,102,0,9,?
20,0,0,0,0,0,?
20,0,0,0,0,0,?
84,4,4,14,0,0,?
90,4,5,7,0,1,?
84,5,4,11,0,0,?
20,0,0,0,0,0,?
33,0,1,0,0,0,?
51,0,3,5,0,0,?
69,4,3,9,0,2,?
200,18,17,57,0,0,?
20,0,0,0,0,0,?
56,0,4,22,0,0,?
55,2,3,14,0,0,?
48,0,2,12,0,0,?
30,0,1,1,0,0,?
45,2,2,3,0,0,?
41,0,2,1,0,0,?
52,2,1,6,0,0,?
31,0,1,3,0,0,?
33,0,1,2,0,0,?
34,1,2,1,0,0,?
39,0,2,4,0,0,?
83,3,6,6,0,0,?
37,1,2,0,0,0,?
74,4,3,25,0,0,?
73,4,3,13,0,0,?
71,4,3,20,0,0,?
135,14,8,58,0,0,?
100,8,5,38,0,0,?
71,4,3,17,0,0,?
211,27,13,144,0,0,?
85,6,4,33,0,0,?
90,5,4,22,0,0,?
42,0,2,3,0,0,?
34,0,1,3,0,0,?
29,0,1,1,0,0,?
61,0,2,37,0,0,?
92,9,4,22,0,0,?
85,6,4,25,0,0,?
175,16,18,104,0,0,?
29,0,1,1,0,0,?
80,3,3,18,0,0,?
34,1,2,1,0,0,?
31,0,1,1,0,0,?
37,1,2,0,0,0,?
39,0,1,0,0,0,?
49,0,3,4,0,0,?
81,5,4,17,0,0,?
94,7,5,35,0,0,?
54,0,4,2,0,0,?
33,1,1,1,0,0,?
29,0,1,1,0,0,?
35,0,2,2,0,0,?
60,4,2,17,0,0,?
34,0,1,1,0,0,?
43,1,2,3,0,0,?
32,1,1,0,0,0,?
70,4,4,11,0,1,?
82,2,5,12,0,0,?
53,3,6,1,0,0,?
88,2,5,11,0,0,?
131,9,7,29,0,1,?
73,2,5,11,0,0,?
40,2,1,7,0,0,?
44,2,2,4,0,0,?
53,2,4,4,0,2,?
33,0,1,1,0,0,?
34,0,1,3,0,0,?
69,4,2,6,0,0,?
50,4,1,12,0,0,?
24,0,1,0,0,0,?
24,0,1,0,0,0,?
44,1,2,2,0,0,?
48,1,5,0,0,0,?
41,2,2,5,0,1,?
49,3,3,1,0,0,?
32,0,2,0,0,0,?
64,1,2,19,0,0,?
46,1,2,2,0,0,?
83,3,4,5,0,1,?
51,3,3,12,0,0,?
66,3,7,0,0,0,?
25,0,0,0,0,0,?
62,4,2,9,0,3,?
70,3,9,1,0,0,?
29,0,2,0,0,0,?
68,1,5,21,0,0,?
95,4,5,8,0,3,?
56,3,6,0,0,0,?
30,0,1,0,0,0,?
43,1,2,1,0,0,?
29,0,1,1,0,0,?
56,1,3,9,0,0,?
60,2,2,12,0,0,?
78,6,7,3,0,0,?
84,7,6,0,0,0,?
31,0,4,3,0,0,?
23,0,0,0,0,0,?
25,0,2,0,0,0,?
132,9,14,7,0,0,?
79,6,11,0,0,0,?
23,0,0,0,0,0,?
29,0,1,1,0,0,?
34,0,3,0,0,0,?
45,2,4,1,0,0,?
33,0,3,0,0,0,?
78,5,4,15,0,2,?
43,0,3,0,0,0,?
39,0,5,0,0,0,?
99,6,8,13,0,0,?
34,0,3,0,0,0,?
25,0,1,0,0,0,?
40,1,1,2,0,0,?
78,2,3,14,0,0,?
48,2,1,5,0,0,?
68,6,1,27,0,0,?
39,2,1,1,0,0,?
25,0,1,0,0,0,?
53,1,3,11,0,0,?
47,2,1,3,0,0,?
44,3,3,1,0,0,?
29,0,2,0,0,0,?
62,1,2,17,0,0,?
48,2,1,3,0,0,?
48,3,3,1,0,0,?
29,0,2,0,0,0,?
62,1,2,17,0,0,?
58,2,2,8,0,2,?
47,3,2,7,0,1,?
59,2,2,10,0,2,?
78,6,7,3,0,0,?
78,6,6,0,0,0,?
29,0,1,1,0,0,?
37,0,2,0,0,0,?
45,2,4,1,0,0,?
30,0,1,0,0,0,?
82,2,4,30,0,0,?
66,4,3,16,0,0,?
100,5,13,0,0,0,?
27,0,1,0,0,0,?
61,1,2,15,0,0,?
57,4,2,8,0,2,?
29,1,1,0,0,0,?
49,2,2,4,0,1,?
29,0,1,1,0,0,?
68,4,3,18,0,0,?
58,3,5,0,0,0,?
25,0,0,0,0,0,?
43,0,3,3,0,0,?
42,1,1,3,0,0,?
45,3,4,0,0,0,?
27,0,2,0,0,0,?
51,1,3,5,0,1,?
29,0,1,1,0,0,?
63,4,3,6,0,0,?
65,5,2,20,0,0,?
34,1,2,1,0,0,?
38,1,2,1,0,0,?
43,3,2,3,0,0,?
84,2,7,15,0,0,?
26,0,1,0,0,0,?
38,1,2,0,0,0,?
123,8,8,29,0,3,?
47,1,2,7,0,1,?
39,1,2,1,0,0,?
31,0,1,2,0,0,?
35,0,1,2,0,0,?
32,0,1,2,0,0,?
32,1,1,0,0,0,?
69,5,4,22,0,0,?
40,0,2,2,0,0,?
29,0,1,1,0,0,?
32,1,1,0,0,0,?
38,1,1,1,0,0,?
75,6,2,16,0,0,?
25,0,1,0,0,0,?
31,1,2,0,0,0,?
36,0,2,2,0,0,?
59,1,4,2,0,0,?
51,2,1,7,0,0,?
29,0,1,1,0,0,?
30,0,1,0,0,0,?
60,3,2,11,0,0,?
141,8,10,11,0,0,?
144,7,11,13,0,0,?
102,3,9,4,0,0,?
132,5,11,8,0,0,?
53,4,3,3,0,0,?
97,18,0,9,0,0,?
122,5,10,8,0,0,?
83,8,4,3,0,0,?
41,5,0,0,0,0,?
80,9,5,24,0,0,?
29,0,1,1,0,0,?
33,0,1,1,0,0,?
46,2,1,10,0,0,?
74,4,8,0,0,0,?
64,3,6,0,0,0,?
40,1,1,2,0,0,?
40,1,1,2,0,0,?
27,0,1,0,0,0,?
27,0,1,0,0,0,?
29,0,1,1,0,0,?
45,3,1,2,0,0,?
53,2,1,7,0,0,?
53,2,1,7,0,0,?
62,2,2,10,0,0,?
43,2,3,0,0,0,?
23,0,0,0,0,0,?
45,2,2,3,0,1,?
30,0,1,1,0,0,?
46,3,1,13,0,0,?
65,4,3,18,0,0,?
43,2,3,0,0,0,?
23,0,0,0,0,0,?
45,2,2,3,0,1,?
30,0,1,1,0,0,?
46,3,1,13,0,0,?
81,8,4,28,0,0,?
43,2,3,0,0,0,?
23,0,0,0,0,0,?
45,3,2,3,0,1,?
30,0,1,1,0,0,?
24,0,0,0,0,0,?
29,0,1,1,0,0,?
49,3,2,8,0,0,?
30,0,1,0,0,0,?
29,0,1,1,0,0,?
40,2,1,3,0,0,?
30,0,1,1,0,0,?
36,1,2,2,0,0,?
36,1,2,2,0,0,?
47,2,4,0,0,0,?
54,2,1,8,0,0,?
29,0,1,1,0,0,?
72,4,2,15,0,3,?
43,1,2,5,0,0,?
47,1,2,11,0,0,?
32,0,1,1,0,0,?
29,0,1,1,0,0,?
66,4,2,25,0,0,?
31,0,1,2,0,0,?
28,0,1,1,0,0,?
111,11,5,20,0,0,?
34,1,2,1,0,0,?
43,3,2,3,0,0,?
91,2,7,16,0,0,?
38,1,2,0,0,0,?
103,5,6,20,0,3,?
47,1,2,7,0,1,?
45,1,2,3,0,0,?
38,2,1,0,0,0,?
35,1,1,0,0,0,?
35,1,1,0,0,0,?
23,0,1,0,0,0,?
87,6,6,21,0,1,?
54,2,4,0,0,0,?
45,2,2,8,0,1,?
51,1,4,7,0,0,?
86,3,5,38,0,0,?
39,1,2,2,0,0,?
51,1,3,15,0,0,?
51,3,1,9,0,0,?
32,0,1,1,0,0,?
29,0,1,1,0,0,?
55,3,2,20,0,0,?
32,0,1,2,0,0,?
29,0,1,1,0,0,?
99,6,5,27,0,0,?
54,1,2,7,0,0,?
41,0,3,0,0,0,?
82,2,6,19,0,0,?
32,0,1,3,0,0,?
40,0,2,3,0,0,?
32,0,1,1,0,0,?
85,1,7,43,0,0,?
139,1,11,98,0,0,?
60,0,4,5,0,0,?
71,4,3,15,0,0,?
32,0,1,1,0,0,?
29,0,1,1,0,0,?
83,14,4,28,0,0,?
31,0,1,1,0,0,?
48,0,2,11,0,0,?
73,6,2,38,0,0,?
28,0,1,0,0,0,?
41,1,2,0,0,0,?
48,1,2,4,0,1,?
37,2,1,1,0,0,?
70,4,4,11,0,1,?
48,1,1,8,0,0,?
65,3,5,2,0,0,?
30,0,1,0,0,0,?
57,1,4,7,0,2,?
41,0,2,1,0,0,?
37,0,1,1,0,0,?
66,2,2,9,0,1,?
41,1,2,0,0,0,?
69,3,5,8,0,2,?
37,0,1,0,0,0,?
44,1,3,0,0,0,?
35,1,2,0,0,0,?
68,4,5,7,0,0,?
57,3,2,4,0,1,?
36,0,1,1,0,0,?
70,3,4,16,0,0,?
62,5,2,12,0,0,?
73,5,5,20,0,0,?
66,3,2,4,0,0,?
97,4,5,31,0,0,?
59,3,2,20,0,0,?
75,3,2,15,0,0,?
56,3,1,8,0,0,?
58,3,1,9,0,0,?
108,4,6,54,0,0,?
84,6,4,22,0,0,?
29,0,1,1,0,0,?
48,1,1,2,0,0,?
55,1,4,4,0,0,?
32,1,1,0,0,0,?
38,1,1,1,0,0,?
49,2,1,7,0,0,?
55,1,4,4,0,0,?
32,1,1,0,0,0,?
38,1,1,1,0,0,?
77,2,2,8,0,0,?
94,11,3,23,0,0,?
25,0,1,0,0,0,?
31,1,2,0,0,0,?
36,0,2,2,0,0,?
60,1,4,2,0,0,?
51,2,1,7,0,0,?
53,2,3,4,0,0,?
30,0,1,0,0,0,?
115,9,5,32,0,1,?
29,0,1,1,0,0,?
30,0,1,0,0,0,?
55,3,2,11,0,0,?
59,1,4,5,0,0,?
29,0,1,1,0,0,?
61,5,2,16,0,0,?
29,0,1,1,0,0,?
37,0,2,0,0,0,?
86,6,4,18,0,0,?
29,0,1,1,0,0,?
30,0,1,0,0,0,?
60,3,2,11,0,0,?
30,0,1,0,0,0,?
32,0,1,1,0,0,?
42,1,1,2,0,0,?
29,0,1,1,0,0,?
39,1,1,2,0,0,?
73,5,2,16,0,0,?
50,3,3,6,0,1,?
67,4,8,0,0,0,?
27,0,3,0,0,0,?
92,4,7,12,0,1,?
46,0,4,4,0,0,?
111,3,9,41,0,0,?
77,6,3,23,0,0,?
36,0,2,2,0,0,?
45,1,2,2,0,0,?
70,5,2,17,0,0,?
121,0,6,40,0,0,?
141,20,6,70,0,0,?
29,0,1,1,0,0,?
67,1,4,2,0,0,?
103,14,5,43,0,0,?
78,0,5,21,0,0,?
117,15,5,63,0,0,?
71,0,5,19,0,0,?
117,15,5,63,0,0,?
82,1,6,20,0,0,?
117,15,5,63,0,0,?
36,0,2,2,0,0,?
62,3,2,19,0,0,?
55,3,4,7,0,1,?
67,4,8,1,0,0,?
29,0,4,0,0,0,?
88,3,8,8,0,1,?
46,0,4,4,0,0,?
113,3,9,41,0,0,?
77,6,3,23,0,0,?
32,0,1,3,0,0,?
32,0,1,0,0,0,?
40,0,2,3,0,0,?
30,0,1,0,0,0,?
63,1,3,23,0,0,?
77,11,2,16,0,0,?
29,0,1,1,0,0,?
25,0,1,0,0,0,?
37,1,1,2,0,0,?
38,1,1,4,0,0,?
71,6,2,5,0,0,?
23,0,1,0,0,0,?
61,5,3,9,0,0,?
26,0,1,0,0,0,?
32,1,2,1,0,0,?
23,0,1,0,0,0,?
60,3,4,7,0,0,?
34,0,1,3,0,0,?
91,0,9,9,0,0,?
23,0,0,0,0,0,?
78,4,4,2,0,4,?
160,13,13,31,0,8,?
118,9,9,34,1,4,?
67,10,4,10,0,0,?
110,14,7,39,1,5,?
152,12,8,34,0,1,?
136,12,7,34,0,1,?
40,1,1,10,0,0,?
23,0,1,0,0,0,?
61,5,3,9,0,0,?
26,0,1,0,0,0,?
32,1,2,1,0,0,?
23,0,1,0,0,0,?
60,3,4,7,0,0,?
34,0,1,3,0,0,?
91,0,9,9,0,0,?
23,0,0,0,0,0,?
78,4,4,2,0,4,?
160,13,13,31,0,8,?
118,9,9,34,1,4,?
67,10,4,10,0,0,?
110,14,7,39,1,5,?
152,12,8,34,0,1,?
136,12,7,34,0,1,?
39,1,1,10,0,0,?
23,0,1,0,0,0,?
61,5,3,9,0,0,?
26,0,1,0,0,0,?
32,1,2,1,0,0,?
23,0,1,0,0,0,?
60,3,4,7,0,0,?
34,0,1,3,0,0,?
93,0,9,11,0,0,?
23,0,0,0,0,0,?
78,4,4,2,0,4,?
160,13,13,31,0,8,?
118,9,9,34,1,4,?
67,10,4,10,0,0,?
110,14,7,39,1,5,?
152,12,8,34,0,1,?
136,12,7,34,0,1,?
39,1,1,10,0,0,?
45,3,2,5,0,0,?
32,1,1,0,0,0,?
38,2,1,4,0,0,?
30,0,1,0,0,0,?
25,0,0,0,0,0,?
54,5,2,18,0,0,?
44,0,3,1,0,0,?
25,0,0,0,0,0,?
112,8,9,39,0,0,?
30,0,1,0,0,0,?
31,0,1,1,0,0,?
53,5,2,17,0,0,?
30,0,1,0,0,0,?
25,0,0,0,0,0,?
53,5,2,17,0,0,?
30,0,1,0,0,0,?
25,0,0,0,0,0,?
53,5,2,17,0,0,?
45,1,2,0,0,0,?
62,3,2,17,0,0,?
30,0,1,0,0,0,?
31,0,1,2,0,0,?
28,0,1,0,0,0,?
264,23,16,182,0,1,?
54,2,2,8,0,0,?
92,6,3,28,0,3,?
91,9,6,13,0,0,?
63,4,5,2,0,0,?
62,3,3,13,0,0,?
107,9,5,37,0,3,?
29,0,1,1,0,0,?
30,0,1,0,0,0,?
511,45,53,225,0,6,?
71,2,3,12,0,1,?
131,12,11,25,0,3,?
119,8,8,18,0,0,?
157,21,8,47,0,5,?
149,16,11,45,0,2,?
66,2,4,10,0,0,?
89,5,7,22,0,0,?
73,3,5,14,0,0,?
100,6,8,30,0,0,?
88,7,5,16,0,1,?
160,19,12,50,0,2,?
50,0,4,2,0,0,?
61,5,3,9,0,0,?
